Product,,Reviewer_Name,Reviewer_Location,Review,Review_Date,Review_Time,Rating,good_review,cleaned_reviews,neg,neu,pos,compound,day_of_week,review_hour
Repurposed Cotton Sari Robe,340,Wenwe,"Holyoke, Massachusetts","The first person who saw my friend wearing this robe said, ""I want one too!""",2020-07-30,21:09:03,3.9,1,first person saw friend wear robe say want one,0.0,0.609,0.391,0.5423,3,21
Repurposed Cotton Sari Robe,341,BethEmi,"San Francisco, CA","When I learned of my aunt's retirement, I wanted to get her something special. I tend to turn to this website for most of her gifts. It took me just a couple of minutes of browsing when I found this gift--it's seems perfect for her. She loves it.",2020-08-04,01:28:17,4.4,1,learn aunt's retirement want get something special tend turn website gift take couple minute browse find gift--it's seem perfect love,0.0,0.503,0.497,0.93,1,1
Repurposed Cotton Sari Robe,342,Vintage Ruth,Mexico,"My sister gifted me this robe at just the right time in my life. Even though I am a sewist, making my own River just hasn't happened yet. This one is very well made with two layers. I also love that it's cotton, and so colorful. I still intend to sew a robe for myself, of my own design, but because I have this one, I don't have to rush😊",2020-07-25,15:53:07,4.1,1,sister gift robe right time life even though sewist make river happen yet one well make two layer also love cotton colorful still intend sew robe design one rush😊,0.0,0.739,0.261,0.8481,5,15
Repurposed Cotton Sari Robe,343,Kat,"Kennett Square, Pa",My niece uses it for lounging and after the shower.,2020-07-21,13:23:53,5.0,1,niece us lounge shower,0.0,1.0,0.0,0.0,1,13
Repurposed Cotton Sari Robe,344,Library lurker,"Georgetown, Texas",She says it is ideal for morning coffee on the porch. Nicely made.,2020-07-17,14:23:43,5.0,1,say ideal morning coffee porch nicely make,0.0,0.442,0.558,0.743,4,14
Repurposed Cotton Sari Robe,345,Eva,Houston,Great!,2020-06-30,21:33:09,5.0,1,great,0.0,0.0,1.0,0.6249,1,21
Repurposed Cotton Sari Robe,346,Occasional shopped,"New York, NY",Have not used it because it's too big.  Will eventually find someone to give it to as a gift.,2020-06-30,16:45:09,5.0,1,use big eventually find someone give gift,0.0,0.674,0.326,0.4404,1,16
Repurposed Cotton Sari Robe,347,Cogitation,"Maryland, USA",My teen wears this robe from her bedroom to the shower. A towel wrapped around herself just wasn't enough to ensure modesty. This robe appealed to her boho taste. She's a gypsy at heart.,2020-06-27,11:03:08,5.0,1,teen wear robe bedroom shower towel wrap around enough ensure modesty robe appeal boho taste gypsy heart,0.0,0.86,0.14,0.3818,5,11
Repurposed Cotton Sari Robe,348,Sari Sarah,"Buffalo, NY","I bought one of these for our daughter for Christmas. So sorry I waited 6 months to get my own! This is perfect for a cool night, after a shower, or in the morning getting coffee and reading the paper. The bright colors energize my morning and make me smile! Both of the robes we have purchased are a bit different because of the recycled sari, patchwork style and I love that, because we all are different yet similar. Thanks for searching out and providing such a beautiful robe!",2020-07-22,13:10:56,4.7,1,buy one daughter christmas sorry wait month get perfect cool night shower morning get coffee read paper bright color energize morning make smile robe purchase bit different recycle sari patchwork style love different yet similar thanks search provide beautiful robe,0.022,0.536,0.441,0.9756,2,13
Spotted Wellies Garden Ducks,349,Hatless Kat,"Bellingham, WA","Very adorable! It is sitting in my mother's kitchen and everyone who sees it loves it. Eventually it will go in her garden, but for now it makes a very cute home decor item.",2020-07-29,15:15:54,4.8,1,adorable sit mother's kitchen everyone see love eventually go garden make cute home decor item,0.0,0.536,0.464,0.886,2,15
Spotted Wellies Garden Ducks,350,Kath,Illinois,Loved it so much bought the smaller one too!,2020-07-18,19:07:19,4.8,1,love much buy small one,0.0,0.488,0.512,0.6369,5,19
Spotted Wellies Garden Ducks,351,CB,Wilmington NC,They add such a welcoming sight to the patio garden,2020-07-10,09:16:58,4.5,1,add welcome sight patio garden,0.0,0.571,0.429,0.4588,4,9
Spotted Wellies Garden Ducks,352,Kris,Minneapolis,Gift for my mom,2020-05-14,18:33:16,5.0,1,gift mom,0.0,0.256,0.744,0.4404,3,18
Spotted Wellies Garden Ducks,353,Denise,"Las Vegas, NV",This was part of a Mother's Day gift that ties to a poem I used to recite 45 years ago. It made my mom smile.,2020-05-18,00:38:23,5.0,1,part mother's day gift tie poem use recite year ago make mom smile,0.0,0.671,0.329,0.6597,0,0
Spotted Wellies Garden Ducks,354,Amy,"Madison, WI",My mom is an avid Gardner and this was the perfect addition to her garden.,2020-05-26,11:16:58,5.0,1,mom avid gardner perfect addition garden,0.0,0.404,0.596,0.7096,1,11
Spotted Wellies Garden Ducks,355,Katie,Springfield OR,Used as a gift to brighten my moms home,2020-05-26,19:56:49,5.0,1,use gift brighten moms home,0.0,0.341,0.659,0.7003,1,19
Spotted Wellies Garden Ducks,356,Pookers,Chicago,"Their little blue boots are so cute.  We bought four...one for mom, dad, and two children.",2020-07-07,14:02:58,4.8,1,little blue boot cute buy four...one mom dad two child,0.0,0.767,0.233,0.4091,1,14
Spotted Wellies Garden Ducks,357,Anniegirl,Alabama,"I have purchased all three Wellies two different times; once as a housewarming gift; once as a birthday gift.
These Wellies just make you smile and isn't that what you want a special gift to do???",2020-07-07,11:24:57,5.0,1,"purchase three wellies two different time housewarming gift birthday gift.
these wellies make smile want special gift",0.0,0.333,0.667,0.9325,1,11
Spotted Wellies Garden Ducks,358,RJ Cool,Port Orchard WA,They look nice on our front porch and dont take up much room.,2020-06-01,18:50:56,4.8,1,look nice front porch dont take much room,0.0,0.714,0.286,0.4215,0,18
Storm Cloud,359,Melissa,"Lexington, SC",As a gift for my friend to remind them that storms pass and clear skies are ahead,2020-07-15,12:03:10,4.0,1,gift friend remind storm pass clear sky ahead,0.0,0.365,0.635,0.8271,2,12
Storm Cloud,360,MM,Lewisburg,This is such a sweet and unique item and it really works with the changes in the weather!!  I've had a number of friends who have remarked how cool it is.  This is the perfect gift for anyone who has an interest in weather or wants something different.,2020-07-15,11:42:13,5.0,1,sweet unique item really work change weather i've number friend remark cool perfect gift anyone interest weather want something different,0.0,0.367,0.633,0.9565,2,11
Storm Cloud,361,Georgia,"Philadelphia, PA",Super fun and quirky office decor!,2020-07-14,22:31:15,4.8,1,super fun quirky office decor,0.0,0.294,0.706,0.802,1,22
Storm Cloud,362,Mother-in-Law (who buys awesome gifts),"Princeton, NJ",It is fun! My son-in-law loves it.... as does my three inquisitive grandsons.,2020-07-10,18:46:05,5.0,1,fun son-in-law love three inquisitive grandson,0.0,0.246,0.754,0.8481,4,18
Storm Cloud,363,Tracy,Frisco Texas,A creative piece. So cute on my daughter's desk. Her room is cloud-themed too.,2020-07-10,10:26:34,5.0,1,creative piece cute daughter's desk room cloud-themed,0.0,0.459,0.541,0.7096,4,10
Storm Cloud,364,Drpaul,San Antonio Texas,It did not forecast the weather at all!,2020-05-24,02:13:54,5.0,1,forecast weather,0.0,1.0,0.0,0.0,6,2
Storm Cloud,365,Melissa,"Lexington, SC",as a reminder the storms in life pass just like in the weather,2020-07-15,12:00:29,5.0,1,reminder storm life pass like weather,0.0,0.667,0.333,0.3612,2,12
Storm Cloud,366,Vmp2596,Hammond Indiana,My daughter had the good fortune of being sheltered in the basement during a tornado warning. Ever since she has been obsessed with storms and weather reports. This storm cloud now gives her the chance to predict the weather and so far it has been spot on! I am glad to report this gift has helped calmed her nerves when storms are in the forecast. Thank you!,2020-07-21,13:29:54,5.0,1,daughter good fortune shelter basement tornado warn ever since obsess storm weather report storm cloud give chance predict weather far spot glad report gift help calmed nerve storm forecast thank,0.079,0.488,0.433,0.9349,1,13
Storm Cloud,367,Jaye,"Oreland, PA","I have worked as a special education instructional assistant for 21 years, and have always enjoyed the weather unit.  It is fascinating that I can know the weather forecast from this attractive, interesting ""Cloud"" on my mantle.  I think I will even take it it school to show the students how it works.
  Thanks!!",2020-05-19,12:56:51,5.0,1,"work special education instructional assistant year always enjoy weather unit fascinating know weather forecast attractive interesting cloud mantle think even take school show student works.
 thanks",0.0,0.528,0.472,0.9509,1,12
Storm Cloud,368,Sandi,NC,Great conversation piece,2020-05-22,19:22:26,5.0,1,great conversation piece,0.0,0.328,0.672,0.6249,4,19
Swimming Koi Sculptures,369,Xt,Albany NY,"I love the color and size of the fish. However, it took three tries to get one that wasn't broken in the shipping  process. The first had a broken tail with a hole in the box. The other was shattered. They were poorly packed. I did receive the replacements quickly, but it was disappointing not to have it for Christmas",2020-01-18,16:25:52,5.0,1,love color size fish however take three try get one broken shipping process first broken tail hole box shatter poorly pack receive replacement quickly disappoint christmas,0.254,0.627,0.12,-0.5719,5,16
Swimming Koi Sculptures,370,Jill,"Kansas City, MO","sturdy, yet with delicate lines; colorful! Can provide a calming or playful effect",2020-07-18,17:44:35,4.9,1,sturdy yet delicate line colorful provide calm playful effect,0.0,0.484,0.516,0.6597,5,17
Swimming Koi Sculptures,371,Sharon T,"Dalton, Ga",I love the way this beautiful swimming fish accents my equally beautiful Koi fish! It looks so graceful swimming among my Lotus patties! I would love to have bought a grouping of three. I may just have do that.,2020-06-27,16:16:28,5.0,1,love way beautiful swim fish accent equally beautiful koi fish look graceful swimming among lotus patty would love buy group three may,0.0,0.47,0.53,0.9648,5,16
Swimming Koi Sculptures,372,Joanne the shopper,Fairfax VA,Looks so pretty in our garden.,2020-06-24,12:17:18,4.6,1,look pretty garden,0.0,0.385,0.615,0.4939,2,12
Swimming Koi Sculptures,373,Handy Candy,"Asheville, NC",I was looking for an unusual piece to add to our yard.  It is very attractive.  Can't wait for the others to arrive!,2020-05-19,11:20:33,4.7,1,look unusual piece add yard attractive can't wait others arrive,0.0,0.756,0.244,0.4404,1,11
Swimming Koi Sculptures,374,D D,"Extension, Louisiana",I ordered 3 of the koi sculptures for a side garden by my sun room. I chose the blue koi and they compliment my plants and the pots that I have. The fish fit nicely on the metal stakes and are sturdy and withstand wind and rain. I wanted a little something different and are a nice visual surprise for my garden. Love them.,2020-05-12,19:57:14,5.0,1,order koi sculpture side garden sun room choose blue koi compliment plant pot fish fit nicely metal stake sturdy withstand wind rain want little something different nice visual surprise garden love,0.0,0.563,0.437,0.9488,1,19
Swimming Koi Sculptures,375,Stephanie,"Austin, TX","We just built a pool and there was an area between the deck and a raised dining area that I really really wanted to make into a koi pond.  But my husband reminded me thst our neighbor's koi pond has multiple layers of metal mesh on it now because the local hawks and herons kept eating his koi.  Obviously constantly defending your fish from birds of prey is not relaxing and the neighbor's koi pond is no longer as beautiful now that it has been fortified.  But when I saw these ceramic koi, I knew I was going to have my ""koi pond!""  I haven't installed them yet as we are awaiting the finishing touches to the pool but I couldn't be more thrilled!",2020-05-06,11:51:50,5.0,1,build pool area deck raise din area really really wanted make koi pond husband remind thst neighbor's koi pond multiple layer metal mesh local hawk heron keep eat koi obviously constantly defend fish bird prey relax neighbor's koi pond longer beautiful fortified saw ceramic koi know go koi pond instal yet await finish touch pool thrill,0.0,0.812,0.188,0.8689,2,11
Swimming Koi Sculptures,376,Robin,"Bakersfield,Ca.",The fish were loved from the moment I opened the box! They look amazing near our water feature. Will definitely purchase 3 of the red colored fish.,2020-01-22,22:51:45,5.0,1,fish love moment open box look amaze near water feature definitely purchase red color fish,0.0,0.536,0.464,0.886,2,22
Swimming Koi Sculptures,377,K,central New York,"The fish were beautifully made and vibrant in color. However, there was a large whole in the bottom of the fish with a small rod to prop the fish on. We decided to put some flower arranging foam to stuff in the bottom of the fish to help secure the rod and avoid any damage from falling fish! #sweepstakes",2020-01-18,19:37:01,5.0,1,fish beautifully make vibrant color however large whole bottom fish small rod prop fish decide put flower arrange foam stuff bottom fish help secure rod avoid damage fall fish sweepstakes,0.13,0.577,0.293,0.7783,5,19
Swimming Koi Sculptures,378,Mollie,"Chicago, IL","I bought 1 large and 2 small Cobalt Blue Koi for my mom's garden - she absolutely loves them. They are a gorgeous, bold blue, and I can't wait to see them in the yard. The only downside is there is no dedicated divet inside the fish for the stake to really set in, so it wobbles easily. I think a rubber band wrapped around the top of the stake (and maybe a little glue) will solve this problem. #sweepstakes",2020-01-06,23:03:55,5.0,1,buy large small cobalt blue koi mom's garden absolutely love gorgeous bold blue can't wait see yard downside dedicate divet inside fish stake really set wobble easily think rubber band wrap around top stake maybe little glue solve problem sweepstakes,0.082,0.592,0.326,0.9214,0,23
Table Topics,379,AMc,Indianapolis,Fun over dinner or cocktails.,2020-02-26,16:10:23,4.7,1,fun dinner cocktail,0.0,0.377,0.623,0.5106,2,16
Table Topics,380,Denise,"Eagle, Idaho",Conversation starters. The cube lives on the family dining table and is great for staring positive conversations between kids and adults. Fun to hear the variation in responses between the generations.,2020-02-25,18:48:36,5.0,1,conversation starter cube life family din table great star positive conversation kid adult fun hear variation response generation,0.0,0.577,0.423,0.9001,1,18
Table Topics,381,LauraS,"Delran, NJ",Family friendly and interactive. Great way to enjoy some quality time together!,2019-12-20,14:45:42,4.3,1,family friendly interactive great way enjoy quality time together,0.0,0.364,0.636,0.8885,4,14
Table Topics,382,Megan,"Lutz, FL",Love all the table topics. No real complaints.,2019-12-14,12:27:55,4.5,1,love table topic real complaint,0.234,0.319,0.447,0.4588,5,12
Table Topics,383,Luloo,"Portland, OR",Bought this for a gift for a bride who already has everything she needs. Paired it with a set of the etched cityscape glasses from their city and a bottle of sparkly wine for a shower gift.,2019-08-23,17:09:12,4.0,1,buy gift bride already everything need pair set etch cityscape glass city bottle sparkly wine shower gift,0.0,0.721,0.279,0.7003,4,17
Table Topics,384,Sydney,"Wheaton, IL","I was so excited about this game! We are a big family so it's not often for all of us to be home and together. This was a great and low-key game to play and get to know each other even more. I want to buy all the different sets and the travel versions they have! I can't wait to break this out during the holidays too. Plus it comes in such a cute little glass box, love love love!!",2019-12-02,15:39:57,4.6,1,excited game big family often home together great low-key game play get know even want buy different set travel version can't wait break holiday plus come cute little glass box love love love,0.044,0.468,0.488,0.9711,0,15
Table Topics,385,Zulay,Bronx,This product provides a great opportunity to have fun conversations with anyone around. I really enjoy it and I'm happy I purchased them. I can not only use them at home but with my high school students as well.,2019-05-18,10:29:41,5.0,1,product provide great opportunity fun conversation anyone around really enjoy i'm happy purchase use home high school student well,0.0,0.397,0.603,0.9626,5,10
Table Topics,386,B,Michigan,I have young kids and we purchased the family pack as a way to facilitate conversations during family dinners. We have enjoyed the conversations that have started with the prompts from the box. I think it's more fun for the kids to read and answer a question from the box than if the parents came up with the same questions.,2019-04-09,14:28:58,5.0,1,young kid purchase family pack way facilitate conversation family dinner enjoy conversation start prompt box think fun kid read answer question box parent come question,0.0,0.78,0.22,0.7579,1,14
Table Topics,387,AGR,"Fort Worth, TX",Perfect gift for friends who like to dig into topics!,2019-12-04,15:31:45,5.0,1,perfect gift friend like dig topic,0.0,0.14,0.86,0.9062,2,15
Table Topics,388,Max the Med. Student,"Pittsburgh, PA","Loved it! Some cards were too easier to answer while others kept us thinking all day. It was enlightening and fun spending time with my wife during our camping trip to ""play"" table topics. Thank you.",2019-04-23,10:26:43,5.0,1,love card easier answer others keep think day enlighten fun spending time wife camp trip play table topic thank,0.0,0.413,0.587,0.9552,1,10
Tabletop Cornhole,389,Grams,Walnut Creek,Very fun and not as easy as it looks!,2020-07-29,15:32:54,5.0,1,fun easy look,0.0,0.139,0.861,0.7351,2,15
Tabletop Cornhole,390,Denny,"My. Laurel, NJ",Will probably purchase another one for a Christmas gift,2020-05-12,15:28:46,2.0,0,probably purchase another one christmas gift,0.0,0.633,0.367,0.4404,1,15
Tabletop Cornhole,391,Dada,"Fremont, NH",It's ok.,2020-06-20,22:31:10,4.5,1,ok,0.0,0.0,1.0,0.296,5,22
Tabletop Cornhole,392,3pnuts,Nh,"Though the game was much larger and sturdier than I anticipated, it really didn't work as I expected.  The flippers didn't flip the bags up well, and the bags were too light to travel far.  As others have noted, they have sewn their own bags to make it work.  That was not worth it for me, so we sent it back.",2020-06-11,15:46:57,4.5,1,though game much large sturdier anticipate really work expected flipper flip bag well bag light travel far others note sewn bag make work worth send back,0.0,0.857,0.143,0.4588,3,15
Tabletop Cornhole,393,Pat,Red Bank NJ,Gift for my kids/grandkids who are in quarantine due to Covid 19.  Something else to do !! :),2020-05-07,15:16:34,4.0,1,gift kids/grandkids quarantine due covid something else,0.0,0.674,0.326,0.4404,3,15
Tabletop Cornhole,394,PaPa,Sarasota,Great family fun game.,2020-05-19,15:06:51,4.7,1,great family fun game,0.0,0.213,0.787,0.8126,1,15
Tabletop Cornhole,395,TJ,"Boston, MA",Made in the USA. Great Family Fun. Looking forward to playing with the entire family,2020-05-14,14:09:25,5.0,1,make usa great family fun look forward play entire family,0.0,0.417,0.583,0.8689,3,14
Tabletop Cornhole,396,PJ,"Reading, PA",This game was a big hit!  She won the first game she played!,2020-05-13,01:23:02,4.0,1,game big hit first game play,0.0,0.676,0.324,0.34,2,1
Tabletop Cornhole,397,Agentbaur,Boston Massachusetts,"Locked in under quarantine, needed some escape 
This offered a great escape and hours of enjoyment",2020-05-03,22:14:14,5.0,1,"lock quarantine need escape 
this offer great escape hour enjoyment",0.0,0.351,0.649,0.8779,6,22
Tabletop Cornhole,398,Big Coops,"Gaithersburg, MD","Lots of fun.  Only down sides are that one of the flippers detached so we had to reglue it.  Also, the bean bags are too light.  My daughter sewed new ones with felt and popcorn kernels.  Much better.  Also, I had to write c0rnhole with a zero in my review because the website flagged c0rnhole with an o as profanity. Seriously.",2020-05-21,13:15:18,5.0,1,lot fun side one flipper detach reglue also bean bag light daughter sew new one felt popcorn kernel much well also write zero review website flag profanity seriously,0.053,0.779,0.168,0.5719,3,13
USA Coloring Tablecloth,399,Debbie,"Glenwood Springs, CO","My grandson and I work on this together.  It's not only an art project, it's educational since we can talk about the different states while we work.  We also look up the animals and birds and talk about their colors and where they live.  It's just an all around great family activity.",2020-05-29,18:20:37,5.0,1,grandson work together art project educational since talk different state work also look animal bird talk color live around great family activity,0.0,0.837,0.163,0.6249,4,18
USA Coloring Tablecloth,400,MLB,"San Francisco, CA","I haven't heard of its use yet, but am sure it will be on the table soon.",2020-05-30,15:29:58,5.0,1,heard use yet sure table soon,0.0,0.685,0.315,0.3182,5,15
USA Coloring Tablecloth,401,JSS,"PVB, FL",entertainment for grandchildren on rainy afternoons..,2020-07-29,12:38:03,5.0,1,entertainment grandchild rainy afternoon,0.213,0.328,0.459,0.3612,2,12
USA Coloring Tablecloth,402,Busy Bee,"Apex, North Carolina",My grandchildren have been isolated for months because of virus. This was a great distraction and activity. It also provided some much needed time for the parents.,2020-07-29,11:38:22,5.0,1,grandchild isolated month virus great distraction activity also provide much need time parent,0.258,0.526,0.216,0.0516,2,11
USA Coloring Tablecloth,403,Judy Yoffy,Glen arbor mi,Lots of good family conversation while coloring!!!,2020-07-24,12:41:40,3.7,1,lot good family conversation color,0.0,0.58,0.42,0.4404,4,12
USA Coloring Tablecloth,404,Ellen,"Lancaster, PA",This was a gift for my grand nephew to help him learn geography. He is 10.  So my grand niece didn't feel left out this was a perfect choice. She can also learn while she colors. Fun and educational.,2020-06-24,21:02:00,4.9,1,gift grand nephew help learn geography grand niece feel leave perfect choice also learn color fun educational,0.04,0.336,0.624,0.9545,2,21
USA Coloring Tablecloth,405,Felicia,"Marietta, Georgia","Fun to work on when grandchildren came to visit or spend the night.
Twice I had to order more markers and some different colors...not nearly
enough for 3-4 people to work on at the same time ( tablecloth ).  And
More colors needed for the pencil case, and most all of the other projects.",2020-06-24,17:38:13,4.9,1,"fun work grandchild come visit spend night.
twice order marker different colors...not nearly
enough people work time tablecloth and
more color need pencil case project",0.0,0.879,0.121,0.5106,2,17
USA Coloring Tablecloth,406,Gracie,Florida,"The USA Coloring Tablecloth has already been used, and re-used!  It's easily ready for ANY guests to have fun with Geography!",2020-06-24,14:40:35,5.0,1,usa color tablecloth already use re-used easily ready guest fun geography,0.0,0.494,0.506,0.802,2,14
USA Coloring Tablecloth,407,Jana,"Plant City, Fl","This has been hours of fun! I love that it is large enough for young children to see the details and color appropriately (ages 6, 5, 3). I love that it has the capitals included! After the size and content, my favorite part about it is that it's washable, so they don't have to worry about mistakes, and it's not a project that is done and then thrown away.",2020-06-24,12:32:53,5.0,1,hour fun love large enough young child see detail color appropriately age love capital include size content favorite part washable worry mistake project do thrown away,0.133,0.5,0.367,0.886,2,12
USA Coloring Tablecloth,408,Homeschool alum,Georgia,I plan to buy the world map and pond life coloring tablecloths.,2020-05-29,18:43:13,5.0,1,plan buy world map pond life color tablecloth,0.0,1.0,0.0,0.0,4,18
Velociraptor Garden Sculpture Set,409,Teacher shopper,"Rockford, Il",These are perfect for the flower bed in the front of my house. Easy to set up.  Perfect size.,2020-06-16,15:13:19,5.0,1,perfect flower bed front house easy set perfect size,0.0,0.368,0.632,0.8834,1,15
Velociraptor Garden Sculpture Set,410,Abuela Happy,"Bronx, NY",Displayed in a flower box with small tree plants.,2020-07-29,22:56:40,5.0,1,display flower box small tree plant,0.0,1.0,0.0,0.0,2,22
Velociraptor Garden Sculpture Set,411,Kelsey K,Colorado,These little velociraptors add quirky charm to my backyard and I absolutely love them! #sweepstakes,2020-04-28,16:13:47,4.0,1,little velociraptor add quirky charm backyard absolutely love sweepstakes,0.0,0.493,0.507,0.8016,1,16
Velociraptor Garden Sculpture Set,412,Scott D,Justin TX,I use it in a very large back yard visible to the street. Open wind can be a problem -They are small I wish they had a third one twice as big. Will look for some place that has a CNC machine  to make a couple more.,2020-07-19,16:06:39,5.0,1,use large back yard visible street open wind problem small wish third one twice big look place cnc machine make couple,0.111,0.779,0.111,0.0,6,16
Velociraptor Garden Sculpture Set,413,Kat,"Zebulon, NC",Whimsical.  Easy to set up.  Packaged very well.,2020-04-20,11:28:41,5.0,1,whimsical easy set package well,0.0,0.241,0.759,0.6486,0,11
Velociraptor Garden Sculpture Set,414,Mrs. B.,"San Jose, CA",Love these. Really wish for some more choices. We have the raptors and brontosaurus.,2020-07-26,19:11:35,4.8,1,love really wish choice raptor brontosaurus,0.0,0.357,0.643,0.8016,6,19
Velociraptor Garden Sculpture Set,415,Jey,Maryland,"I haven't had a chance to put it out yet but it looks sturdy and well constructed and exactly like the picture, so I'm really looking forward to having them out there.",2020-06-16,15:55:18,5.0,1,chance put yet look sturdy well construct exactly like picture i'm really look forward,0.0,0.625,0.375,0.6808,1,15
Velociraptor Garden Sculpture Set,416,Jlc,"Carrollton, Texas",My husband loved these and quickly set them up in our garden.  They could use more than one stake to help with stability.,2020-07-02,13:20:30,4.8,1,husband love quickly set garden could use one stake help stability,0.0,0.566,0.434,0.7845,3,13
Velociraptor Garden Sculpture Set,417,Jessica H.,"Lancaster, PA",I bought these velociraptors to go between some newly planted bushes in a new garden bed in my back yard. My neighbors keep coming over to talk about them and the neighborhood kids love them. Definitely a unique conversation piece.,2020-07-06,13:34:07,4.8,1,bought velociraptor go newly plant bush new garden bed back yard neighbor keep come talk neighborhood kid love definitely unique conversation piece,0.0,0.743,0.257,0.7845,0,13
Velociraptor Garden Sculpture Set,418,Chess,Idaho,No problems so far.,2020-05-02,17:53:43,5.0,1,problem far,0.73,0.27,0.0,-0.4019,5,17
Wine Chilling Coasters with Glasses - Set of 2,419,Pinkler,Indiana,Drinking Wine and also hoped that it would fit my other wine glasses at home. I have different size wine glasses and none fit. Should probably be used as a display.,2020-07-31,11:52:55,4.9,1,drink wine also hop would fit wine glass home different size wine glass none fit probably use display,0.0,0.762,0.238,0.6124,4,11
Wine Chilling Coasters with Glasses - Set of 2,420,Ginnyou,Los Angeles,"Wonderful idea but sadly the granite cools off too quickly to make much of a difference. There is no granite on the base, only cork, so the glass provided being smaller in diameter than the hole hardly touches any cold granite. I use a larger fine crystal glass that fits the diameter of the hole and I fill the glass only as far as the granite is high. When the granite warms up I get the second one from the freezer and pour another inch or so of wine. Good idea but maybe needs to be reworked with granite on the base as well.",2020-07-29,02:33:13,5.0,1,wonderful idea sadly granite cool quickly make much difference granite base cork glass provide small diameter hole hardly touch cold granite use large fine crystal glass fit diameter hole fill glass far granite high granite warms get second one freezer pour another inch wine good idea maybe need reworked granite base well,0.044,0.685,0.271,0.9118,2,2
Wine Chilling Coasters with Glasses - Set of 2,421,Nancy,MI,What a great idea!  The granite keeps the wine chilled for a few hours.  My friend loves them!,2020-07-15,12:09:25,3.0,0,great idea granite keep wine chill hour friend love,0.0,0.343,0.657,0.91,2,12
Wine Chilling Coasters with Glasses - Set of 2,422,Molly7844,MI,This is the best idea!,2020-07-15,02:22:42,1.0,0,best idea,0.0,0.192,0.808,0.6369,2,2
Wine Chilling Coasters with Glasses - Set of 2,423,Candy,Tucson Az,I put them back in the freezer as soon As I'm finished with them so they are ready for the next use.,2020-08-02,22:51:35,4.5,1,put back freezer soon i'm finish ready next use,0.0,0.762,0.238,0.3612,6,22
World Map Coloring Tablecloth,424,D,"Potsdam, NY",Didn't come with pens as was advertised.,2020-05-30,13:29:43,5.0,1,come pen advertise,0.0,1.0,0.0,0.0,5,13
World Map Coloring Tablecloth,425,AnnaB,NY,Love this. Lots to talk about w the kids while their hands were busy coloring.,2020-07-29,13:57:46,5.0,1,love lot talk kid hand busy color,0.0,0.403,0.597,0.8126,2,13
World Map Coloring Tablecloth,426,Terry the BMW,"El Sobrante, CA","After being locked up for 3 months, I got this as a gift for a client and their 7 year old.  She loved it and was able to keep the kids occupies for hours during our lockdown.",2020-07-25,17:47:37,5.0,1,locked month get gift client year old love able keep kid occupies hour lockdown,0.0,0.628,0.372,0.7964,5,17
World Map Coloring Tablecloth,427,Gma,"Madison, CT","When my 2 daughters and their families had to cancel their vacations due to Covid 19, these interactive, educational maps supplemented the research the kids had done in advance of their trips and gave them hours of ""pandemic"" activities. The kids also love how the colors just slide off when a color change is needed. I will be purchasing the United States maps next!  I wish these maps had been available before I retired from teaching. My classes would have loved them and I can think of many related extension activities. Hats off to Uncommon Goods!",2020-07-16,12:56:24,4.9,1,daughter family cancel vacation due covid interactive educational map supplement research kid do advance trip give hour pandemic activity kid also love color slide color change need purchasing united state map next wish map available retire teaching class would love think many related extension activity hat uncommon good,0.033,0.691,0.276,0.9413,3,12
World Map Coloring Tablecloth,428,Trish Zeno,"Lynn, Massachusetts","This is a wonderful, unique gift with several interactive qualities engaging children to learn about our great big world, through an art form in which they'll spend more than just minutes rather hours coloring. My daughter and her husband reported to me that their children spent a great deal of time coloring, asking questions about the countries on the map, also this is an opportunity for family fun, as well as a distraction from technology. I then purchased the map of the US states and will color this with all three of my grandchildren when it arrives.",2020-07-15,18:57:04,5.0,1,wonderful unique gift several interactive quality engage child learn great big world art form they'll spend minute rather hour color daughter husband report child spent great deal time color ask question country map also opportunity family fun well distraction technology purchase map state color three grandchild arrives,0.039,0.576,0.385,0.9712,2,18
World Map Coloring Tablecloth,429,"Lauri, creative and concerned parent","Rumford, RI","On our patio table, for family game nights, we each take a section and work on together!",2020-07-11,16:19:27,4.9,1,patio table family game night take section work together,0.0,1.0,0.0,0.0,5,16
World Map Coloring Tablecloth,430,Grandmommy,Atlanta GA,Learning /art activity for grandchildren,2020-07-08,10:58:29,4.9,1,learn art activity grandchild,0.0,1.0,0.0,0.0,2,10
World Map Coloring Tablecloth,431,Mrs. Mommy,"Vail, AZ","So the good: it's beautiful, a fun learning tool, and my girls love it. The bad: I didn't read the actual dimensions on this product before purchasing, and that's on me, but this thing is laughably small. Really not a tablecloth so much as a supersized dinner napkin. We have a small dining table, seats four, and I have never purchased a tablecloth that I didn't have to hem. So it didn't even occur to me to make sure it'd be big enough. It is not big enough. Not even close. So it's just floating in the middle of my table like a weird tapestry. And again, didn't measure, my bad, but I have seen so very few tables that this would actually fully clothe that I feel a little misled.",2020-06-30,02:20:52,5.0,1,good beautiful fun learn tool girl love bad read actual dimension product purchase that's thing laughably small really tablecloth much supersized dinner napkin small din table seat four never purchase tablecloth hem even occur make sure it'd big enough big enough even close float middle table like weird tapestry measure bad see table would actually fully clothe feel little mislead,0.109,0.625,0.266,0.9118,1,2
